barcode,hit count,enterobase serotype,enterobase species,mash species,1436893830000|3159571,1436893909000|3159808,2873786891000|3159389,2873787160000|3160196,4310679577000|3158082,4310679772000|3158667,4310679831000|3158844,4310680254000|3160113,4310680315000|3160296,4310680399000|3160548
ESC_BA5902AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA2124AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA6993AA_AS,7,Dysenteri,Shigella dysenteriae,,1,0,1,1,1,0,1,1,1,0
ESC_IA8803AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA2936AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA9468AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_AA9506AA_AS,0,Flexneri,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_GA1276AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA5959AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_LA1876AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA9894AA_AS,0,Shigella Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_BA3143AA_AS,4,,Shigella flexneri,,1,0,1,0,0,0,0,1,1,0
ESC_JA4704AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA4486AA_AS,7,,Escherichia coli,,0,1,1,1,0,1,1,0,1,1
ESC_MA3896AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA3859AA_AS,0,,Shigella boydii,,0,0,0,0,0,0,0,0,0,0
ESC_PA1732AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_JA5124AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA7613AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA3861AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA0252AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA7696AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_OA4792AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA6151AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA0016AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA2363AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA1601AA_AS,9,Escherichia Coli,,,1,1,1,1,0,1,1,1,1,1
ESC_HA9273AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA0540AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_FA7580AA_AS,9,,,,1,0,1,1,1,1,1,1,1,1
ESC_HA2491AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA1512AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_HA4774AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA9306AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA4775AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA6106AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA1731AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA6734AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA9921AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_MA2504AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA7154AA_AS,0,,Shigella sp.,,0,0,0,0,0,0,0,0,0,0
ESC_GA9663AA_AS,10,O157:H7,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA9010AA_AS,8,O21,Escherichia coli,,1,1,1,1,1,1,1,0,1,0
ESC_IA3824AA_AS,9,,Escherichia coli,,1,1,1,1,1,1,1,1,0,1
ESC_CA1859AA_AS,0,Flexneri,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_JA8878AA_AS,7,,,,1,0,1,0,0,1,1,1,1,1
ESC_GA6868AA_AS,10,O113:H14,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA6583AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_LA0410AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA9387AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_AA7967AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_CA4585AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_BA7799AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_GA6645AA_AS,10,,,,1,1,1,1,1,1,1,1,1,1
ESC_IA9876AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA2606AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA1010AA_AS,10,,Shigella boydii,,1,1,1,1,1,1,1,1,1,1
ESC_CA5330AA_AS,10,O103,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA0515AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_BA9807AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA5836AA_AS,10,O157:H7,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA7991AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA9990AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA2901AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA8537AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA9623AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA0760AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA7827AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA6136AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_JA4672AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA7822AA_AS,10,O177:H21,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA1355AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_CA0510AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA9299AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_OA6518AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA5815AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA9055AA_AS,10,O43,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA9219AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_MA3100AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA0540AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA4410AA_AS,10,O157:H7,,,1,1,1,1,1,1,1,1,1,1
ESC_HA9548AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA5239AA_AS,4,,Shigella flexneri,,1,0,1,0,0,0,0,1,1,0
ESC_LA6765AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA2231AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA6875AA_AS,0,Shigella Flexneri,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_BA4740AA_AS,0,Flexneri Varient X,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_BA2325AA_AS,10,O157:H7,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA4509AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_GA0670AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA8568AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_IA8218AA_AS,10,O157:H7,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA5130AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_LA1082AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_GA6345AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_AA9024AA_AS,0,,Shigella sp.,,0,0,0,0,0,0,0,0,0,0
ESC_LA4380AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_KA6754AA_AS,9,Escherichia Coli,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_OA4349AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA1123AA_AS,0,,Shigella boydii,,0,0,0,0,0,0,0,0,0,0
ESC_LA1561AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA6150AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_GA7190AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA3668AA_AS,10,O157,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA6313AA_AS,8,,Escherichia coli,,1,0,1,1,1,1,1,1,1,0
ESC_BA8096AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA7388AA_AS,0,,Shigella sp.,,0,0,0,0,0,0,0,0,0,0
ESC_FA7976AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_HA5729AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA2791AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA9282AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA4908AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA4163AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA6116AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA6520AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA3478AA_AS,0,Shigella Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_BA2191AA_AS,8,,Escherichia coli,,1,0,1,1,1,1,1,1,1,0
ESC_GA9442AA_AS,10,O25:H1,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA0315AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA0030AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_IA9348AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_CA6531AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA3741AA_AS,10,O157:H7,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA6321AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_GA3809AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_LA1893AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA3475AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA1017AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA1642AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA4381AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA5113AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA1095AA_AS,1,Flexneri Iii,Shigella flexneri,,0,0,1,0,0,0,0,0,0,0
ESC_GA1956AA_AS,9,,Escherichia coli,,1,1,1,0,1,1,1,1,1,1
ESC_BA8730AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA2506AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA7585AA_AS,9,Escherichia Coli,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_IA7734AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA3677AA_AS,10,O103,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA7005AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA5447AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA8461AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA0633AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA9478AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_GA3774AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA7580AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA0539AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_OA1109AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA9037AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA2954AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA9391AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA2959AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_BA2829AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_IA3696AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_MA0211AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA8155AA_AS,9,O409,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_IA0978AA_AS,0,1C,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_GA7081AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA1623AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA5904AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA5050AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA4634AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA6836AA_AS,10,O128:H35,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA8254AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3928AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA7541AA_AS,10,Nd:H6,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA1493AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_BA4069AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_CA2086AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_CA5227AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA6369AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_LA1695AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_KA2695AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA4727AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA2333AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA9488AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA0227AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA7960AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_BA7393AA_AS,9,,Escherichia coli,,1,1,1,1,1,1,1,1,1,0
ESC_IA0827AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_AA8534AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3006AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_GA4891AA_AS,0,E1037,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_BA1994AA_AS,10,O157,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA0253AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA3787AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA6373AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA5546AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA0677AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_OA9783AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA3505AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA1981AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_EA4938AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA5065AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA8806AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA6778AA_AS,0,Shigella Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_MA4137AA_AS,9,,Escherichia coli,,1,1,1,1,1,1,0,1,1,1
ESC_PA2188AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA6493AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_FA4684AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA9073AA_AS,10,O1,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA4674AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA8162AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_GA6943AA_AS,8,,Escherichia coli,,1,1,1,1,1,0,0,1,1,1
ESC_MA0324AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA9457AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_LA0470AA_AS,8,,Escherichia coli,,1,1,1,1,1,1,1,0,0,1
ESC_BA0503AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA7227AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA5820AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA4939AA_AS,7,Shigella Dysenteriae,Shigella dysenteriae,,1,0,1,1,1,0,1,1,1,0
ESC_HA3556AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA7176AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA2371AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA9077AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_PA0900AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA7979AA_AS,10,O8,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA8458AA_AS,10,Ox28:H18,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA9796AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA0659AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA1623AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA6052AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_AA8228AA_AS,9,O103,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_CA1500AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA0703AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA2377AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA1303AA_AS,0,Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_OA7487AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA1455AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_BA5666AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA1501AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA5847AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA0534AA_AS,0,Flexneri,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_FA6903AA_AS,10,O9:K36:H19,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA1664AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA6477AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_OA0175AA_AS,10,O111,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA0103AA_AS,10,O145,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_AA9213AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA6095AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA3800AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA7764AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_AA8545AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA5304AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA1120AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA1556AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_HA8076AA_AS,10,Ox38:H38,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA0733AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA5639AA_AS,10,O157,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA8805AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA2253AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA9511AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA4426AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA1951AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_CA3514AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_GA7282AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA9739AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA5776AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA4870AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA3601AA_AS,10,O8,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA6233AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_HA6947AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA5700AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_JA8770AA_AS,10,,,,1,1,1,1,1,1,1,1,1,1
ESC_HA6904AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_LA0216AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_GA6437AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_BA7669AA_AS,0,Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_HA6598AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA3840AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_GA1828AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA5940AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA3066AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA4523AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA6448AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA9977AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_GA8671AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_NA8040AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA0216AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_HA4973AA_AS,9,O157:H7,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_GA3691AA_AS,8,Rough,Escherichia coli,,1,1,0,1,1,1,1,1,1,0
ESC_LA5774AA_AS,10,O146,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA6056AA_AS,9,,,,1,1,1,1,0,1,1,1,1,1
ESC_LA4773AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA4396AA_AS,4,,Escherichia coli,,0,1,0,1,1,0,0,0,0,1
ESC_GA0121AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA1132AA_AS,9,O26,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_FA5831AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA4121AA_AS,9,Escherichia Coli,Escherichia coli,,1,1,0,1,1,1,1,1,1,1
ESC_IA3075AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA5015AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3619AA_AS,10,O157,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA0598AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_LA5095AA_AS,0,,Shigella boydii,,0,0,0,0,0,0,0,0,0,0
ESC_HA5297AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_GA3629AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
